"Country,Other"	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	"Serious,Critical"	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Burundi	41216	N/A	38	N/A	N/A	N/A	N/A	N/A	3285	3	345742	27556	12547083	Africa
Mauritius	37837	25	996	N/A	36159	7	682	N/A	29660	781	358675	281164	1275681	Africa
Mayotte	37363	N/A	187	N/A	2964	N/A	34212	N/A	131091	656	176919	620734	285016	Africa
Togo	37012	N/A	273	N/A	36716	N/A	23	N/A	4285	32	734159	84988	8638371	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2643	32	660107	47858	13793000	Africa
Tanzania	35354	N/A	840	N/A	N/A	N/A	N/A	7	562	13	N/A	N/A	62887454	Africa
Aruba	35189	N/A	212	N/A	34774	N/A	203	N/A	327014	1970	177885	1653099	107607	North America
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704331	569	778000	15810759	49207	Europe
Bahamas	33803	N/A	798	N/A	32451	N/A	554	N/A	84463	1994	229817	574240	400211	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15140	321	431221	198378	2173739	Africa
Mali	30960	N/A	733	N/A	30048	N/A	179	N/A	1451	34	672778	31539	21331812	Africa
Haiti	30707	N/A	835	N/A	29603	N/A	269	N/A	2633	72	132422	11357	11660262	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	330930	1013	150753	1755657	85867	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2120	13	604310	47540	12711729	Africa
Somalia	26518	N/A	1350	N/A	13182	N/A	11986	N/A	1586	81	400466	23958	16714995	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4173	67	347815	60282	5769833	Africa
Saint Lucia	23978	N/A	368	N/A	23144	N/A	466	1	129483	1987	143281	773727	185183	North America
Cayman Islands	23578	N/A	28	N/A	8553	N/A	14997	1	351109	417	222773	3317395	67153	North America
Timor-Leste	22886	N/A	130	N/A	22730	N/A	26	N/A	16766	95	264143	193512	1364997	Asia
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	949	17	248995	11336	21965580	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2731	33	N/A	N/A	6770692	North America
Solomon Islands	18174	N/A	146	N/A	16357	N/A	1671	2	25308	203	5117	7126	718105	Australia/Oceania
Gibraltar	17996	N/A	102	N/A	16579	N/A	1315	N/A	534450	3029	534283	15867278	33672	Europe
South Sudan	17513	N/A	138	N/A	13514	N/A	3861	1	1531	12	388449	33964	11437061	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1750	12	N/A	N/A	9934733	Asia
Liechtenstein	17306	N/A	84	N/A	17154	N/A	68	N/A	451488	2191	102174	2665571	38331	Europe
San Marino	16785	N/A	115	N/A	16398	N/A	272	4	492763	3376	152231	4469101	34063	Europe
Grenada	16014	N/A	221	N/A	14612	N/A	1181	4	141105	1947	155938	1374024	113490	North America
Equatorial Guinea	15910	N/A	183	N/A	15701	N/A	26	5	10689	123	317211	213122	1488398	Africa
Djibouti	15631	N/A	189	N/A	15427	N/A	15	N/A	15405	186	305941	301527	1014638	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2938	23	81294	16306	4985447	Africa
Bermuda	14135	N/A	135	N/A	13664	N/A	336	N/A	228533	2183	893980	14453768	61851	North America
Dominica	12685	N/A	63	N/A	12323	N/A	299	N/A	175408	871	194894	2694996	72317	North America
Gambia	11996	N/A	365	N/A	11591	N/A	40	N/A	4718	144	155686	61234	2542495	Africa
Monaco	11972	N/A	54	N/A	11816	N/A	102	4	301122	1358	54960	1382363	39758	Europe
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210191	369	164926	2895826	56953	North America
Yemen	11819	N/A	2149	N/A	9009	N/A	661	23	381	69	265253	8545	31043618	Asia
Samoa	11045	N/A	23	N/A	1605	N/A	9417	4	54989	115	82612	411293	200859	Australia/Oceania
Tonga	10950	N/A	11	N/A	9985	N/A	954	N/A	101468	102	518262	4802457	107916	Australia/Oceania
Saint Martin	10537	N/A	63	N/A	1399	N/A	9075	7	264165	1579	112382	2817439	39888	North America
Sint Maarten	10123	N/A	86	N/A	9985	N/A	52	10	231230	1964	62056	1417483	43779	North America
Caribbean Netherlands	9903	N/A	35	N/A	9819	N/A	49	N/A	371246	1312	30126	1129372	26675	North America
Eritrea	9738	N/A	103	N/A	9631	N/A	4	N/A	2677	28	23693	6514	3637426	Africa
Niger	9005	N/A	309	N/A	8568	N/A	128	1	349	12	252609	9780	25830245	Africa
Guinea-Bissau	8215	N/A	171	N/A	8005	N/A	39	6	3999	83	135939	66176	2054216	Africa
Vanuatu	8194	50	14	N/A	7725	50	455	N/A	25570	44	24976	77941	320449	Australia/Oceania
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8961	177	N/A	N/A	903939	Africa
Antigua and Barbuda	7721	N/A	137	N/A	7511	N/A	73	1	77650	1378	18901	190088	99433	North America
Sierra Leone	7682	N/A	125	N/A	N/A	N/A	N/A	N/A	928	15	259958	31405	8277696	Africa
Liberia	7434	N/A	294	N/A	5747	N/A	1393	2	1408	56	139824	26492	5278022	Africa
Chad	7414	N/A	193	N/A	4874	N/A	2347	N/A	429	11	191341	11061	17299381	Africa
St. Vincent Grenadines	6792	N/A	106	N/A	6641	N/A	45	N/A	60864	950	99029	887412	111593	North America
British Virgin Islands	6467	N/A	62	N/A	N/A	N/A	N/A	1	211312	2026	103397	3378545	30604	North America
Turks and Caicos	6046	N/A	36	N/A	5963	N/A	47	4	152338	907	505354	12733169	39688	North America
Sao Tome and Principe	5970	N/A	73	N/A	5891	N/A	6	N/A	26334	322	29036	128079	226704	Africa
Saint Kitts and Nevis	5596	N/A	43	N/A	5536	N/A	17	N/A	103828	798	70707	1311891	53897	North America
Cook Islands	5367	N/A	1	N/A	5230	N/A	136	N/A	305047	57	17373	987439	17594	Australia/Oceania
Palau	4782	N/A	6	N/A	4087	N/A	689	1	261970	329	47272	2589679	18254	Australia/Oceania
St. Barth	4575	N/A	6	N/A	N/A	N/A	N/A	N/A	460586	604	78646	7917648	9933	North America
Kiribati	3093	N/A	13	N/A	2602	N/A	478	3	25178	106	N/A	N/A	122847	Australia/Oceania
Anguilla	2984	N/A	9	N/A	2916	N/A	59	4	195659	590	51382	3369091	15251	North America
Saint Pierre Miquelon	2739	N/A	1	N/A	2449	N/A	289	1	477011	174	23687	4125218	5742	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Montserrat	653	N/A	2	N/A	313	N/A	338	N/A	130652	400	10843	2169468	4998	North America
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41751	644	20508	1885967	10874	Australia/Oceania
Falkland Islands	197	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53708	N/A	8632	2353326	3668	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8074	665747	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	17	N/A	N/A	N/A	14	N/A	3	N/A	284	N/A	N/A	N/A	59931	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	624560	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	9	N/A	N/A	N/A	8	N/A	1	N/A	5468	N/A	N/A	N/A	1646	Australia/Oceania
Micronesia	7	N/A	N/A	N/A	1	N/A	6	N/A	60	N/A	N/A	N/A	117259	Australia/Oceania
Nauru	7	N/A	N/A	N/A	4	N/A	3	N/A	639	N/A	N/A	N/A	10950	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6111	Africa
