Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Bosnia and Herzegovina	377087	N/A	15765	N/A	192218	N/A	169104	N/A	116256	4860	1758191	542049	3243599	Europe
Réunion	374295	N/A	742	N/A	355605	N/A	17948	10	412688	818	1603660	1768155	906968	Africa
Qatar	364602	+42	677	N/A	363365	+79	560	3	129853	241	3440937	1225490	2807805	Asia
Kenya	323773	+13	5649	N/A	317960	+28	164	N/A	5789	101	3598809	64344	55931142	Africa
Zambia	319594	N/A	3976	N/A	314690	N/A	928	N/A	16540	206	3423665	177184	19322611	Africa
North Macedonia	309571	N/A	9280	N/A	299738	N/A	553	N/A	148602	4455	2018029	968708	2083218	Europe
Botswana	305859	N/A	2688	N/A	303026	N/A	145	1	125444	1102	2026898	831303	2438217	Africa
Albania	275107	+52	3496	N/A	271213	+28	398	2	95787	1217	1806414	628960	2872065	Europe
Algeria	265780	+1	6875	N/A	178355	N/A	80550	6	5868	152	230861	5097	45295189	Africa
Nigeria	255716	N/A	3143	N/A	249896	N/A	2677	11	1187	15	5075820	23559	215455399	Africa
Zimbabwe	247875	+33	5469	N/A	241689	+46	717	12	16246	358	2256453	147891	15257569	Africa
Uzbekistan	238596	+19	1637	N/A	236670	+20	289	23	6945	48	1377915	40109	34353954	Asia
Luxembourg	237856	N/A	1064	N/A	227197	N/A	9595	3	369025	1651	4227288	6558480	644553	Europe
Montenegro	235228	+77	2714	N/A	231778	+70	736	6	374441	4320	2452639	3904164	628211	Europe
Mozambique	225384	+1	2201	N/A	223113	N/A	70	13	6861	67	1313202	39973	32851901	Africa
China	215667	+1424	5022	+47	184078	+3127	26567	458	150	3	160000000	111163	1439323776	Asia
Laos	207469	+273	744	+1	7660	N/A	199065	N/A	27781	100	1232128	164985	7468129	Asia
Kyrgyzstan	200992	N/A	2991	N/A	196400	N/A	1601	131	29907	445	1907195	283787	6720517	Asia
Iceland	185579	N/A	119	N/A	75685	N/A	109775	N/A	537469	345	1953616	5658014	345283	Europe
Maldives	179171	N/A	298	N/A	163687	N/A	15186	25	321149	534	2213831	3968100	557907	Asia
Afghanistan	178879	+6	7683	N/A	161883	N/A	9313	1124	4414	190	944283	23300	40527019	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3392	74	2612795	54012	48374300	Africa
El Salvador	162089	N/A	4128	N/A	150662	N/A	7299	8	24762	631	1950448	297964	6545909	North America
Ghana	161173	N/A	1445	N/A	159691	N/A	37	1	4997	45	2435846	75517	32255757	Africa
Namibia	158649	N/A	4025	N/A	153662	N/A	962	N/A	60442	1533	1005918	383232	2624828	Africa
Martinique	153253	N/A	926	N/A	104	N/A	152223	8	408965	2471	828928	2212044	374734	North America
Trinidad and Tobago	147867	+417	3829	+5	135209	N/A	8829	18	105037	2720	704554	500481	1407755	North America
Brunei	141850	+102	218	N/A	140892	+181	740	N/A	318677	490	717784	1612559	445121	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350107	2134	938039	2343639	400249	North America
Cambodia	136251	+5	3056	N/A	133073	+23	122	N/A	7949	178	2952645	172256	17141015	Asia
Jamaica	129978	N/A	2962	N/A	83358	N/A	43658	N/A	43547	992	996159	333750	2984745	North America
Rwanda	129806	+7	1459	+1	45522	N/A	82825	N/A	9589	108	5270395	389314	13537638	Africa
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4316	69	1751774	63125	27750700	Africa
Taiwan	115883	+15149	865	+3	25975	N/A	89043	N/A	4850	36	14758774	617640	23895412	Asia
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2856	55	1499795	43184	34729987	Africa
Malta	91741	+136	698	N/A	87119	+360	3924	4	206769	1573	1883103	4244205	443688	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	921	14	846704	8957	94525115	Africa
Senegal	85997	+2	1966	N/A	84015	+2	16	N/A	4901	112	1069522	60947	17548413	Africa
Malawi	85781	N/A	2634	N/A	82066	N/A	1081	67	4282	131	574139	28662	20031240	Africa
Ivory Coast	81930	N/A	799	N/A	81097	N/A	34	N/A	2972	29	1500074	54411	27569286	Africa
French Guiana	80859	N/A	395	N/A	11254	N/A	69210	2	258503	1263	627211	2005169	312797	South America
Suriname	79336	N/A	1328	N/A	49401	N/A	28607	N/A	133065	2227	235950	395743	596220	South America
Channel Islands	74383	N/A	169	N/A	73224	N/A	990	N/A	420752	956	1252808	7086579	176786	Europe
French Polynesia	72720	N/A	648	N/A	N/A	N/A	N/A	7	256174	2283	N/A	N/A	283870	Australia/Oceania
Eswatini	70643	+17	1397	N/A	68860	+37	386	11	59762	1182	1015212	858837	1182077	Africa
Barbados	70080	+518	394	+2	65563	+478	4123	N/A	243319	1368	649047	2253502	288017	North America
Fiji	64634	N/A	862	N/A	62763	N/A	1009	N/A	71160	949	507722	558984	908295	Australia/Oceania
Madagascar	64152	N/A	1391	N/A	59370	N/A	3391	14	2213	48	422372	14570	28988972	Africa
Guyana	63473	+16	1228	N/A	62143	+13	102	1	79994	1548	596356	751574	793476	South America
Sudan	62117	N/A	4931	N/A	N/A	N/A	N/A	N/A	1359	108	562941	12314	45716112	Africa
New Caledonia	60517	N/A	312	N/A	60102	N/A	103	9	208317	1074	98964	340662	290505	Australia/Oceania
Bhutan	59163	+109	21	N/A	57748	+428	1394	1	75165	27	2298106	2919687	787107	Asia
Mauritania	58688	+1	982	N/A	57695	+1	11	N/A	12045	202	804074	165023	4872490	Africa
Belize	57497	N/A	676	N/A	56604	N/A	217	6	139966	1646	539513	1313345	410793	North America
Cabo Verde	56022	+2	401	N/A	55553	+2	68	23	98804	707	400982	707196	567003	Africa
Syria	55813	N/A	3150	N/A	52159	N/A	504	N/A	3054	172	146269	8003	18275834	Asia
Gabon	47602	N/A	304	N/A	47285	N/A	13	N/A	20505	131	1593622	686463	2321497	Africa
Papua New Guinea	43800	N/A	649	N/A	43100	N/A	51	7	4732	70	249149	26917	9256112	Australia/Oceania
Seychelles	42474	N/A	166	N/A	41727	N/A	581	N/A	427055	1669	N/A	N/A	99458	Africa
Curaçao	42241	N/A	274	N/A	41612	N/A	355	3	255515	1657	496693	3004488	165317	North America
Andorra	41349	N/A	153	N/A	40689	N/A	507	14	533597	1974	249838	3224091	77491	Europe
Burundi	39998	N/A	38	N/A	773	N/A	39187	N/A	3191	3	345742	27579	12536394	Africa
Mauritius	37642	N/A	990	N/A	35895	N/A	757	N/A	29509	776	358675	281177	1275618	Africa
Mayotte	37363	N/A	187	N/A	2964	N/A	34212	N/A	131182	657	176919	621167	284817	Africa
Togo	36985	N/A	273	N/A	36688	N/A	24	N/A	4284	32	729891	84551	8632524	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2645	32	660107	47895	13782255	Africa
Aruba	34846	N/A	212	N/A	34516	N/A	118	3	323869	1970	177885	1653314	107593	North America
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704402	569	778000	15812365	49202	Europe
Tanzania	33872	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62836114	Africa
Bahamas	33558	+17	798	+9	32355	+4	405	N/A	83874	1995	229817	574400	400099	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15143	321	431221	198424	2173229	Africa
Mali	30833	+18	732	N/A	29893	+3	208	N/A	1447	34	666574	31274	21314211	Africa
Haiti	30690	N/A	835	N/A	29520	N/A	335	N/A	2633	72	132422	11361	11656085	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	330981	1013	150753	1755923	85854	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2122	13	604310	47575	12702153	Africa
Somalia	26485	N/A	1350	N/A	13182	N/A	11953	N/A	1586	81	400466	23978	16701617	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4176	67	347815	60324	5765738	Africa
Saint Lucia	23394	N/A	368	N/A	22815	N/A	211	N/A	126346	1987	143281	773831	185158	North America
Timor-Leste	22863	N/A	130	N/A	22722	N/A	11	N/A	16759	95	262493	192409	1364242	Asia
Cayman Islands	22223	N/A	27	N/A	8553	N/A	13643	1	331044	402	222773	3318531	67130	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	950	17	248995	11345	21948289	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2732	33	N/A	N/A	6768324	North America
Gibraltar	17837	N/A	102	N/A	16579	N/A	1156	N/A	529712	3029	534283	15866807	33673	Europe
South Sudan	17461	N/A	138	N/A	13514	N/A	3809	1	1527	12	381528	33370	11433118	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1751	12	N/A	N/A	9928279	Asia
Liechtenstein	17185	+14	84	N/A	16972	+2	129	1	448367	2192	102174	2665780	38328	Europe
San Marino	16437	N/A	115	N/A	15960	N/A	362	4	482575	3376	149271	4382461	34061	Europe
Equatorial Guinea	15907	N/A	183	N/A	15698	N/A	26	5	10697	123	310972	209126	1487006	Africa
Djibouti	15611	N/A	189	N/A	15411	N/A	11	N/A	15392	186	303924	299667	1014206	Africa
Solomon Islands	14786	N/A	141	N/A	13307	N/A	1338	2	20605	196	5117	7131	717597	Australia/Oceania
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2940	23	81294	16315	4982920	Africa
Grenada	14629	N/A	220	N/A	14029	N/A	380	4	128919	1939	149943	1321386	113474	North America
Bermuda	13488	N/A	131	N/A	12981	N/A	376	N/A	218048	2118	876273	14165880	61858	North America
Dominica	12033	N/A	63	N/A	11929	N/A	41	N/A	166404	871	188110	2601366	72312	North America
Gambia	11995	N/A	365	N/A	11591	N/A	39	N/A	4722	144	155686	61283	2540446	Africa
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210202	369	164926	2895979	56950	North America
Yemen	11818	N/A	2149	N/A	9009	N/A	660	23	381	69	265253	8550	31023829	Asia
Monaco	11770	+8	54	N/A	11573	+25	143	4	296101	1358	54960	1382642	39750	Europe
Saint Martin	10462	N/A	63	N/A	1399	N/A	9000	7	262409	1580	112382	2818782	39869	North America
Tonga	10196	N/A	11	N/A	8923	N/A	1262	N/A	94512	102	454376	4211865	107880	Australia/Oceania
Sint Maarten	10036	N/A	86	N/A	9878	N/A	72	10	229321	1965	62056	1417969	43764	North America
Eritrea	9734	N/A	103	N/A	9631	N/A	0	N/A	2677	28	23693	6516	3635951	Africa
Caribbean Netherlands	9729	N/A	34	N/A	9619	N/A	76	N/A	364819	1275	30126	1129669	26668	North America
Samoa	9592	N/A	19	N/A	1605	N/A	7968	4	47764	95	65949	328400	200819	Australia/Oceania
Niger	8941	+13	309	N/A	8524	+6	108	1	347	12	250347	9702	25803749	Africa
Guinea-Bissau	8202	N/A	171	N/A	7528	N/A	503	6	3995	83	134285	65415	2052815	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8966	177	N/A	N/A	903381	Africa
Sierra Leone	7681	N/A	125	N/A	N/A	N/A	N/A	N/A	928	15	259958	31423	8272811	Africa
Antigua and Barbuda	7626	N/A	136	N/A	7443	N/A	47	1	76714	1368	18901	190136	99408	North America
Liberia	7434	N/A	294	N/A	5747	N/A	1393	2	1409	56	139824	26510	5274440	Africa
Chad	7411	N/A	193	N/A	4874	N/A	2344	N/A	429	11	191341	11070	17285158	Africa
Vanuatu	7330	N/A	13	N/A	6726	N/A	591	3	22890	41	24976	77993	320232	Australia/Oceania
St. Vincent Grenadines	6784	N/A	106	N/A	6641	N/A	37	N/A	60798	950	98908	886407	111583	North America
British Virgin Islands	6355	N/A	62	N/A	N/A	N/A	N/A	1	207693	2026	103049	3367834	30598	North America
Turks and Caicos	5963	N/A	36	N/A	5862	N/A	65	4	150308	907	488787	12320705	39672	North America
Sao Tome and Principe	5957	N/A	73	N/A	5880	N/A	4	N/A	26291	322	29036	128148	226581	Africa
Saint Kitts and Nevis	5562	N/A	43	N/A	5518	N/A	1	N/A	103220	798	65141	1208889	53885	North America
Cook Islands	5031	N/A	1	N/A	4733	N/A	297	N/A	285966	57	16607	943955	17593	Australia/Oceania
Palau	4610	N/A	6	N/A	3984	N/A	620	1	252589	329	46016	2521287	18251	Australia/Oceania
St. Barth	4544	N/A	6	N/A	N/A	N/A	N/A	N/A	457511	604	78646	7918445	9932	North America
Kiribati	3081	N/A	13	N/A	2601	N/A	467	3	25091	106	N/A	N/A	122792	Australia/Oceania
Anguilla	2788	N/A	9	N/A	2766	N/A	13	4	182856	590	51382	3369974	15247	North America
Saint Pierre Miquelon	2701	N/A	1	N/A	2449	N/A	251	1	470394	174	23446	4083246	5742	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41728	643	20508	1884926	10880	Australia/Oceania
Montserrat	241	+25	2	N/A	176	+1	63	N/A	48219	400	10033	2007403	4998	North America
Falkland Islands	128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34925	N/A	8632	2355252	3665	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8077	665481	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	17	N/A	N/A	N/A	14	N/A	3	N/A	284	N/A	N/A	N/A	59919	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	624117	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	9	N/A	N/A	N/A	7	N/A	2	N/A	5468	N/A	N/A	N/A	1646	Australia/Oceania
Nauru	5	+1	N/A	N/A	3	N/A	2	N/A	457	N/A	N/A	N/A	10948	Australia/Oceania
Micronesia	3	N/A	N/A	N/A	1	N/A	2	N/A	26	N/A	N/A	N/A	117222	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6110	Africa
