Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent
Norway	1428699	+364	3061	+7	N/A	N/A	N/A	20	259771	557	11002430	2000499	5499844	Europe
Kazakhstan	1305603	+11	13661	N/A	1291371	+5	571	24	68024	712	11575012	603080	19193146	Asia
Singapore	1225024	+4831	1356	+4	1153485	+3119	70183	6	206384	228	23767171	4004134	5935658	Asia
Hong Kong	1207091	+273	9352	+5	N/A	N/A	N/A	5	158624	1229	44972952	5909903	7609762	Asia
Morocco	1165366	+83	16071	N/A	1148914	+25	381	293	30894	426	11237010	297892	37721752	Africa
Bulgaria	1160347	+422	37007	+13	995019	+3193	128321	72	169357	5401	9902921	1445368	6851486	Europe
Croatia	1128239	+440	15899	+3	1108233	+637	4107	15	278005	3918	4819199	1187482	4058336	Europe
Cuba	1104110	+53	8528	+1	1095012	+116	570	23	97590	754	12920253	1141991	11313798	North America
Lebanon	1097643	+68	10402	+2	1084270	+167	2971	186	162163	1537	4795578	708485	6768781	Asia
Lithuania	1059860	+263	9122	+3	1030183	+635	20555	12	399661	3440	9949382	3751798	2651897	Europe
Finland	1052767	N/A	4150	N/A	N/A	N/A	N/A	21	189460	747	10773620	1938860	5556679	Europe
Tunisia	1041197	+485	28575	+9	N/A	N/A	N/A	29	86421	2372	4592916	381221	12047923	Africa
Slovenia	1017010	+999	6613	N/A	999854	+1560	10543	22	489072	3180	2653740	1276163	2079468	Europe
New Zealand	1005674	+9257	826	+14	948717	+6111	56131	N/A	201050	165	7111457	1421694	5002100	Australia/Oceania
Belarus	982867	+58	6978	+4	N/A	N/A	N/A	N/A	104078	739	13220483	1399947	9443560	Europe
Nepal	978960	+12	11952	N/A	966823	+17	185	N/A	32515	397	5659241	187963	30108348	Asia
Bolivia	905530	+77	21925	N/A	862277	+238	21328	220	75661	1832	2705422	226050	11968249	South America
UAE	900764	+280	2302	N/A	884771	+259	13691	N/A	89079	228	157825264	15607765	10111971	Asia
Uruguay	899723	N/A	7210	N/A	888557	N/A	3956	18	257354	2062	6091188	1742305	3496052	South America
Ecuador	871046	N/A	35602	N/A	N/A	N/A	N/A	759	48019	1963	2470170	136174	18139765	South America
Costa Rica	866164	+1697	8444	+3	841683	+635	16037	48	167201	1630	4401922	849731	5180372	North America
Guatemala	850255	+703	17719	+16	830386	+728	2150	5	45885	956	4516595	243746	18529950	North America
Latvia	824926	+291	5792	+2	814721	+580	4413	9	446498	3135	7207977	3901377	1847547	Europe
Panama	793137	+3307	8194	N/A	768839	+935	16104	16	178606	1845	5960270	1342193	4440696	North America
Azerbaijan	792638	+6	9709	N/A	782869	+5	60	N/A	76891	942	6838458	663372	10308634	Asia
Saudi Arabia	756549	+569	9104	N/A	742782	+105	4663	49	21121	254	42027011	1173314	35819075	Asia
Sri Lanka	663597	+17	16509	N/A	646149	+4	939	N/A	30751	765	6486117	300565	21579728	Asia
Paraguay	649718	N/A	18872	N/A	624673	N/A	6173	2	89064	2587	2633737	361034	7294987	South America
Kuwait	631898	N/A	2555	N/A	628946	N/A	397	1	144017	582	8064250	1837935	4387669	Asia
Myanmar	613066	+10	19434	N/A	591987	+6	1645	N/A	11129	353	8040752	145967	55086148	Asia
Palestine	582119	N/A	5353	N/A	576684	N/A	82	17	109396	1006	3078533	578538	5321228	Asia
Dominican Republic	580020	+277	4376	N/A	575175	+188	469	1	52492	396	3296116	298301	11049619	North America
Bahrain	574401	+644	1477	N/A	567743	+373	5181	3	317143	815	9761217	5389451	1811171	Asia
Estonia	573922	+1490	2556	+8	514836	+2979	56530	3	432109	1924	3345340	2518723	1328189	Europe
Venezuela	522800	+36	5709	N/A	515960	+21	1131	230	18482	202	3359014	118749	28286566	South America
Moldova	516986	N/A	11489	N/A	504142	N/A	1355	49	128713	2860	3216305	800757	4016581	Europe
Egypt	515645	N/A	24613	N/A	442182	N/A	48850	122	4869	232	3693367	34872	105912541	Africa
Libya	501904	N/A	6430	N/A	490973	N/A	4501	101	71247	913	2477219	351651	7044535	Africa
Cyprus	477711	N/A	1032	N/A	124370	N/A	352309	60	390396	843	9477138	7744936	1223656	Asia
Ethiopia	470798	+38	7510	N/A	455743	+6	7545	3	3915	62	4820100	40087	120241699	Africa
Mongolia	469885	N/A	2179	N/A	313256	N/A	154450	192	139177	645	4030048	1193675	3376168	Asia
Taiwan	448239	+50744	943	+12	39254	+2468	408042	N/A	18757	39	15584088	652144	23896703	Asia
Honduras	424376	+11	10896	+1	132358	N/A	281122	105	41619	1069	1364273	133796	10196667	North America
Armenia	422896	N/A	8623	N/A	412048	N/A	2225	N/A	142221	2900	3068217	1031850	2973512	Asia
Réunion	405980	+7865	762	+6	395430	+12006	9788	10	447529	840	1603660	1767781	907160	Africa
Oman	389325	+19	4259	N/A	384516	+7	550	3	72807	796	25000000	4675220	5347342	Asia
Bosnia and Herzegovina	377385	+30	15773	+2	N/A	N/A	N/A	N/A	116369	4864	1764397	544065	3242989	Europe
Qatar	365495	+161	677	N/A	363974	+45	844	2	130171	241	3471534	1236387	2807805	Asia
Kenya	323921	+21	5649	N/A	318097	+13	175	N/A	5788	101	3620567	64691	55966822	Africa
Zambia	320226	+69	3983	+1	315769	+36	474	1	16559	206	3443019	178043	19338144	Africa
North Macedonia	310413	+115	9287	N/A	300532	+99	594	N/A	149007	4458	2027591	973299	2083215	Europe
Botswana	306324	+465	2690	+2	303026	N/A	608	1	125561	1103	2026898	830816	2439647	Africa
Albania	275416	+44	3497	+1	271710	+93	209	2	95898	1218	1814203	631693	2871971	Europe
Algeria	265804	+4	6875	N/A	178366	+1	80563	6	5865	152	230861	5094	45319019	Africa
Nigeria	255802	+36	3143	N/A	249936	+22	2723	11	1186	15	5114703	23722	215609418	Africa
Zimbabwe	248642	+106	5481	+2	242198	+80	963	12	16289	359	2278641	149281	15264075	Africa
Luxembourg	242194	+1034	1071	+3	231818	N/A	9305	2	375577	1661	4242123	6578373	644859	Europe
Uzbekistan	238743	+7	1637	N/A	236857	+4	249	23	6947	48	1377915	40092	34368538	Asia
Montenegro	235945	+108	2717	N/A	232564	+63	664	6	375581	4325	2461599	3918415	628213	Europe
Mozambique	225440	+10	2201	N/A	223180	+11	59	13	6857	67	1317300	40066	32878321	Africa
China	220397	+357	5191	+6	207138	+1019	8068	511	153	4	160000000	111163	1439323776	Asia
Laos	208848	+89	752	+1	N/A	N/A	N/A	N/A	27953	101	1232128	164915	7471304	Asia
Kyrgyzstan	200993	N/A	2991	N/A	196406	N/A	1596	131	29893	445	1907195	283650	6723755	Asia
Iceland	186089	+28	119	N/A	N/A	N/A	N/A	N/A	538842	345	2264004	6555680	345350	Europe
Maldives	179483	N/A	298	N/A	163687	N/A	15498	25	321542	534	2213831	3966060	558194	Asia
Afghanistan	179087	+70	7686	+1	162052	+51	9349	1124	4416	190	946564	23341	40553432	Asia
Uganda	164069	N/A	3596	N/A	100205	N/A	60268	2	3389	74	2612795	53963	48417925	Africa
El Salvador	162089	N/A	4129	+1	150662	N/A	7298	8	24758	631	1950448	297920	6546890	North America
Ghana	161271	+2	1445	N/A	159774	+5	52	1	4997	45	2441751	75654	32275290	Africa
Namibia	159311	+33	4028	+1	153662	N/A	1621	N/A	60662	1534	1013853	386051	2626212	Africa
Martinique	153253	N/A	926	N/A	104	N/A	152223	8	408975	2471	828928	2212097	374725	North America
Trinidad and Tobago	152380	+574	3861	+5	139702	+483	8817	18	108233	2742	718984	510682	1407891	North America
Brunei	143372	+265	219	N/A	141961	+125	1192	N/A	322006	492	717784	1612107	445246	Asia
Guadeloupe	140130	N/A	854	N/A	2250	N/A	137026	19	350105	2134	938039	2343627	400251	North America
Cambodia	136262	N/A	3056	N/A	133184	+2	22	N/A	7946	178	2957913	172493	17147970	Asia
Jamaica	131434	+107	2982	+2	84601	+87	43851	N/A	44030	999	1021789	342293	2985133	North America
Rwanda	129858	+7	1459	N/A	45522	N/A	82877	N/A	9586	108	5317742	392531	13547316	Africa
Cameroon	119780	N/A	1927	N/A	117791	N/A	62	13	4313	69	1751774	63080	27770620	Africa
Angola	99194	N/A	1900	N/A	97149	N/A	145	N/A	2854	55	1499795	43146	34760858	Africa
Malta	93041	+123	713	+2	89273	+167	3055	4	209683	1607	1898387	4278316	443723	Europe
DRC	87023	N/A	1337	N/A	50930	N/A	34756	N/A	920	14	846704	8950	94607318	Africa
Senegal	86019	+3	1966	N/A	84040	+2	13	N/A	4898	112	1076536	61300	17561719	Africa
Malawi	85825	+9	2635	+1	82082	N/A	1108	67	4281	131	576970	28782	20046146	Africa
Ivory Coast	81977	+3	799	N/A	81164	+2	14	N/A	2971	29	1508044	54661	27588977	Africa
French Guiana	80859	N/A	395	N/A	11254	N/A	69210	2	258310	1262	627211	2003671	313031	South America
Suriname	80008	+615	1337	+9	49455	+53	29216	N/A	134157	2242	236268	396172	596378	South America
Channel Islands	75075	+210	173	+1	74278	+291	624	N/A	424551	978	1252808	7084656	176834	Europe
Barbados	74454	+598	430	N/A	69619	+151	4405	N/A	258497	1493	662810	2301208	288027	North America
French Polynesia	72786	N/A	648	N/A	N/A	N/A	N/A	7	256362	2282	N/A	N/A	283919	Australia/Oceania
Eswatini	71341	+126	1402	+1	69359	+17	580	11	60334	1186	1019628	862311	1182437	Africa
Fiji	64725	N/A	862	N/A	62853	N/A	1010	N/A	71245	949	508406	559617	908490	Australia/Oceania
Madagascar	64236	N/A	1393	N/A	59370	N/A	3473	14	2214	48	430995	14857	29010437	Africa
Guyana	63628	+42	1228	N/A	62244	+15	156	N/A	80177	1547	604718	762003	793590	South America
Sudan	62161	+12	4936	+1	N/A	N/A	N/A	N/A	1359	108	562941	12306	45746964	Africa
New Caledonia	60749	N/A	312	N/A	60231	N/A	206	9	209056	1074	98964	340566	290587	Australia/Oceania
Bhutan	59530	+18	21	N/A	59247	+23	262	2	75607	27	2303162	2925163	787362	Asia
Mauritania	58778	+21	982	N/A	57705	+1	91	N/A	12054	201	810933	166305	4876175	Africa
Belize	57729	+54	676	N/A	56732	+15	321	6	140456	1645	546449	1329527	411010	North America
Cabo Verde	56080	+5	401	N/A	55587	+8	92	23	98874	707	400982	706970	567184	Africa
Syria	55863	+5	3150	N/A	52360	+17	353	N/A	3055	172	146269	7998	18288648	Asia
Gabon	47608	N/A	304	N/A	47297	N/A	7	N/A	20493	131	1594523	686383	2323079	Africa
Papua New Guinea	43839	+18	651	+1	43169	+36	19	7	4734	70	249149	26902	9261214	Australia/Oceania
Seychelles	42841	N/A	166	N/A	42223	N/A	452	N/A	430667	1669	N/A	N/A	99476	Africa
Curaçao	42567	N/A	275	N/A	41905	N/A	387	3	257456	1663	496693	3004125	165337	North America
Andorra	41717	N/A	153	N/A	41021	N/A	543	14	538326	1974	249838	3223966	77494	Europe
Burundi	41116	+43	38	N/A	N/A	N/A	N/A	N/A	3277	3	345742	27556	12547083	Africa
Mauritius	37809	+11	996	N/A	36136	+28	677	N/A	29638	781	358675	281164	1275681	Africa
Mayotte	37363	N/A	187	N/A	2964	N/A	34212	N/A	131091	656	176919	620734	285016	Africa
Togo	37009	+3	273	N/A	36716	+3	20	N/A	4284	32	733750	84941	8638371	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2643	32	660107	47858	13793000	Africa
Tanzania	35354	+1482	840	+37	N/A	N/A	N/A	7	562	13	N/A	N/A	62887454	Africa
Aruba	35189	N/A	212	N/A	34774	N/A	203	N/A	327014	1970	177885	1653099	107607	North America
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704331	569	778000	15810759	49207	Europe
Bahamas	33779	+31	798	N/A	32426	+10	555	N/A	84403	1994	229817	574240	400211	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15140	321	431221	198378	2173739	Africa
Mali	30950	+10	733	N/A	30038	+3	179	N/A	1451	34	672158	31510	21331812	Africa
Haiti	30707	N/A	835	N/A	29603	+41	269	N/A	2633	72	132422	11357	11660262	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	330930	1013	150753	1755657	85867	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2120	13	604310	47540	12711729	Africa
Somalia	26499	+14	1350	N/A	13182	N/A	11967	N/A	1585	81	400466	23958	16714995	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4173	67	347815	60282	5769833	Africa
Saint Lucia	23798	+20	368	N/A	23086	+56	344	1	128511	1987	143281	773727	185183	North America
Timor-Leste	22886	+1	130	N/A	22730	N/A	26	N/A	16766	95	264143	193512	1364997	Asia
Cayman Islands	22828	N/A	27	N/A	8553	N/A	14248	1	339940	402	222773	3317395	67153	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	949	17	248995	11336	21965580	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2731	33	N/A	N/A	6770692	North America
Solomon Islands	18174	+1733	146	+2	16357	+1560	1671	2	25308	203	5117	7126	718105	Australia/Oceania
Gibraltar	17996	N/A	102	N/A	16579	N/A	1315	N/A	534450	3029	534283	15867278	33672	Europe
South Sudan	17513	+8	138	N/A	13514	N/A	3861	1	1531	12	388449	33964	11437061	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1750	12	N/A	N/A	9934733	Asia
Liechtenstein	17292	+11	84	N/A	17140	+10	68	N/A	451123	2191	102174	2665571	38331	Europe
San Marino	16743	+77	115	N/A	16372	+70	256	4	491530	3376	152231	4469101	34063	Europe
Equatorial Guinea	15910	N/A	183	N/A	15701	N/A	26	5	10689	123	317211	213122	1488398	Africa
Grenada	15818	+335	220	N/A	14549	+141	1049	4	139378	1938	155107	1366702	113490	North America
Djibouti	15631	N/A	189	N/A	15427	N/A	15	N/A	15405	186	305941	301527	1014638	Africa
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2938	23	81294	16306	4985447	Africa
Bermuda	13832	N/A	131	N/A	13289	N/A	412	N/A	223634	2118	885175	14311410	61851	North America
Dominica	12493	N/A	63	N/A	12148	N/A	282	N/A	172753	871	192785	2665832	72317	North America
Gambia	11996	N/A	365	N/A	11591	N/A	40	N/A	4718	144	155686	61234	2542495	Africa
Monaco	11972	+26	54	N/A	11816	+20	102	4	301122	1358	54960	1382363	39758	Europe
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210191	369	164926	2895826	56953	North America
Yemen	11819	N/A	2149	N/A	9009	N/A	661	23	381	69	265253	8545	31043618	Asia
Samoa	10926	N/A	22	N/A	1605	N/A	9299	4	54396	110	80807	402307	200859	Australia/Oceania
Tonga	10826	+61	11	N/A	9705	+96	1110	N/A	100319	102	518262	4802457	107916	Australia/Oceania
Saint Martin	10537	N/A	63	N/A	1399	N/A	9075	7	264165	1579	112382	2817439	39888	North America
Sint Maarten	10123	N/A	86	N/A	9985	N/A	52	10	231230	1964	62056	1417483	43779	North America
Caribbean Netherlands	9902	N/A	35	N/A	9816	N/A	51	N/A	371209	1312	30126	1129372	26675	North America
Eritrea	9738	N/A	103	N/A	9631	N/A	4	N/A	2677	28	23693	6514	3637426	Africa
Niger	9005	+19	309	N/A	8568	+5	128	1	349	12	252609	9780	25830245	Africa
Guinea-Bissau	8215	N/A	171	N/A	8005	N/A	39	6	3999	83	135624	66022	2054216	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8961	177	N/A	N/A	903939	Africa
Vanuatu	8080	+24	14	N/A	7636	+49	430	N/A	25215	44	24976	77941	320449	Australia/Oceania
Sierra Leone	7682	N/A	125	N/A	N/A	N/A	N/A	N/A	928	15	259958	31405	8277696	Africa
Antigua and Barbuda	7663	N/A	137	N/A	7471	N/A	55	1	77067	1378	18901	190088	99433	North America
Liberia	7434	N/A	294	N/A	5747	N/A	1393	2	1408	56	139824	26492	5278022	Africa
Chad	7414	N/A	193	N/A	4874	N/A	2347	N/A	429	11	191341	11061	17299381	Africa
St. Vincent Grenadines	6792	N/A	106	N/A	6641	N/A	45	N/A	60864	950	99029	887412	111593	North America
British Virgin Islands	6467	N/A	62	N/A	N/A	N/A	N/A	1	211312	2026	103397	3378545	30604	North America
Turks and Caicos	5995	N/A	36	N/A	5918	N/A	41	4	151053	907	497269	12529455	39688	North America
Sao Tome and Principe	5970	N/A	73	N/A	5891	N/A	6	N/A	26334	322	29036	128079	226704	Africa
Saint Kitts and Nevis	5595	+4	43	N/A	5532	+9	20	N/A	103809	798	70707	1311891	53897	North America
Cook Islands	5336	+30	1	N/A	5215	+36	120	N/A	303285	57	17280	982153	17594	Australia/Oceania
Palau	4782	+50	6	N/A	4087	+1	689	1	261970	329	47272	2589679	18254	Australia/Oceania
St. Barth	4575	N/A	6	N/A	N/A	N/A	N/A	N/A	460586	604	78646	7917648	9933	North America
Kiribati	3093	N/A	13	N/A	2602	N/A	478	3	25178	106	N/A	N/A	122847	Australia/Oceania
Anguilla	2984	+196	9	N/A	2916	+150	59	4	195659	590	51382	3369091	15251	North America
Saint Pierre Miquelon	2739	+12	1	N/A	2449	N/A	289	1	477011	174	23687	4125218	5742	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Montserrat	653	+160	2	N/A	313	+68	338	N/A	130652	400	10843	2169468	4998	North America
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41751	644	20508	1885967	10874	Australia/Oceania
Falkland Islands	197	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53708	N/A	8632	2353326	3668	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8074	665747	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	17	N/A	N/A	N/A	14	N/A	3	N/A	284	N/A	N/A	N/A	59931	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	624560	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	9	N/A	N/A	N/A	8	N/A	1	N/A	5468	N/A	N/A	N/A	1646	Australia/Oceania
Micronesia	7	N/A	N/A	N/A	1	N/A	6	N/A	60	N/A	N/A	N/A	117259	Australia/Oceania
Nauru	7	+1	N/A	N/A	4	+1	3	N/A	639	N/A	N/A	N/A	10950	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6111	Africa
