Country,Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious,Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop 	Population	Continent
Curaçao	42567	N/A	275	N/A	41905	N/A	387	3	257464	1663	496693	3004216	165332	North America
Andorra	41717	N/A	153	N/A	41021	N/A	543	14	538332	1974	249838	3224007	77493	Europe
Burundi	40736	N/A	38	N/A	773	N/A	39925	N/A	3247	3	345742	27562	12544168	Africa
Mauritius	37744	N/A	996	N/A	36042	N/A	706	N/A	29588	781	358675	281167	1275664	Africa
Mayotte	37363	N/A	187	N/A	2964	N/A	34212	N/A	131116	656	176919	620851	284962	Africa
Togo	37000	N/A	273	N/A	36707	N/A	20	N/A	4284	32	732162	84773	8636777	Africa
Guinea	36459	N/A	440	N/A	35976	N/A	43	8	2644	32	660107	47868	13790070	Africa
Aruba	35189	N/A	212	N/A	34774	N/A	203	N/A	327026	1970	177885	1653160	107603	North America
Faeroe Islands	34658	N/A	28	N/A	7693	N/A	26937	5	704345	569	778000	15811080	49206	Europe
Tanzania	33872	N/A	803	N/A	N/A	N/A	N/A	7	539	13	N/A	N/A	62873452	Africa
Bahamas	33695	+23	798	N/A	32408	+11	489	N/A	84199	1994	229817	574283	400181	North America
Lesotho	32910	N/A	697	N/A	24155	N/A	8058	N/A	15141	321	431221	198390	2173599	Africa
Mali	30927	+20	733	N/A	30004	+6	190	N/A	1450	34	670383	31434	21327012	Africa
Haiti	30703	N/A	835	N/A	29555	N/A	313	N/A	2633	72	132422	11358	11659123	North America
Isle of Man	28416	N/A	87	N/A	26794	N/A	1535	N/A	330942	1013	150753	1755718	85864	Europe
Benin	26952	N/A	163	N/A	25506	N/A	1283	5	2121	13	604310	47549	12709118	Africa
Somalia	26485	N/A	1350	N/A	13182	N/A	11953	N/A	1585	81	400466	23964	16711347	Africa
Congo	24079	N/A	385	N/A	20178	N/A	3516	N/A	4174	67	347815	60293	5768716	Africa
Saint Lucia	23635	N/A	368	N/A	23013	N/A	254	N/A	127635	1987	143281	773756	185176	North America
Timor-Leste	22885	+2	130	N/A	22730	N/A	25	N/A	16768	95	263328	192944	1364791	Asia
Cayman Islands	22828	N/A	27	N/A	8553	N/A	14248	1	339971	402	222773	3317691	67147	North America
Burkina Faso	20853	N/A	382	N/A	20439	N/A	32	N/A	950	17	248995	11338	21960865	Africa
Nicaragua	18491	N/A	225	N/A	4225	N/A	14041	N/A	2731	33	N/A	N/A	6770046	North America
Gibraltar	17996	N/A	102	N/A	16579	N/A	1315	N/A	534450	3029	534283	15867278	33672	Europe
South Sudan	17492	N/A	138	N/A	13514	N/A	3840	1	1530	12	385179	33681	11435985	Africa
Tajikistan	17388	N/A	124	N/A	17264	N/A	0	N/A	1751	12	N/A	N/A	9932973	Asia
Liechtenstein	17265	+5	84	N/A	17093	+21	88	N/A	450430	2191	102174	2665640	38330	Europe
San Marino	16623	N/A	115	N/A	16251	N/A	257	4	488008	3376	152231	4469101	34063	Europe
Solomon Islands	16441	N/A	144	N/A	14797	N/A	1500	1	22899	201	5117	7127	717967	Australia/Oceania
Equatorial Guinea	15910	N/A	183	N/A	15701	N/A	26	5	10692	123	317211	213177	1488018	Africa
Djibouti	15631	N/A	189	N/A	15427	N/A	15	N/A	15407	186	305941	301562	1014521	Africa
Grenada	15483	+180	220	N/A	14408	+54	855	4	136432	1939	153692	1354294	113485	North America
CAR	14649	N/A	113	N/A	6859	N/A	7677	2	2939	23	81294	16309	4984758	Africa
Bermuda	13832	N/A	131	N/A	13289	N/A	412	N/A	223627	2118	885175	14310947	61853	North America
Dominica	12386	N/A	63	N/A	12119	N/A	204	N/A	171276	871	192785	2665869	72316	North America
Gambia	11995	N/A	365	N/A	11591	N/A	39	N/A	4719	144	155686	61247	2541936	Africa
Greenland	11971	N/A	21	N/A	2761	N/A	9189	4	210195	369	164926	2895877	56952	North America
Monaco	11925	+8	54	N/A	11742	+27	129	4	299955	1358	54960	1382433	39756	Europe
Yemen	11819	N/A	2149	N/A	9009	N/A	661	23	381	69	265253	8546	31038221	Asia
Tonga	10765	N/A	11	N/A	9609	N/A	1145	N/A	99763	102	502224	4654273	107906	Australia/Oceania
Saint Martin	10537	N/A	63	N/A	1399	N/A	9075	7	264198	1580	112382	2817792	39883	North America
Samoa	10210	N/A	20	N/A	1605	N/A	8585	4	50834	100	73313	365017	200848	Australia/Oceania
Sint Maarten	10065	N/A	86	N/A	9913	N/A	66	10	229926	1965	62056	1417613	43775	North America
Caribbean Netherlands	9814	N/A	34	N/A	9730	N/A	50	N/A	367938	1275	30126	1129457	26673	North America
Eritrea	9737	N/A	103	N/A	9631	N/A	3	N/A	2677	28	23693	6514	3637024	Africa
Niger	8957	N/A	309	N/A	8550	N/A	98	1	347	12	250880	9715	25823019	Africa
Guinea-Bissau	8213	N/A	171	N/A	7530	N/A	512	6	3999	83	135355	65904	2053834	Africa
Comoros	8100	N/A	160	N/A	7933	N/A	7	N/A	8962	177	N/A	N/A	903787	Africa
Vanuatu	7746	+12	14	N/A	7443	N/A	289	N/A	24177	44	24976	77955	320390	Australia/Oceania
Sierra Leone	7682	N/A	125	N/A	N/A	N/A	N/A	N/A	928	15	259958	31410	8276364	Africa
Antigua and Barbuda	7663	N/A	137	N/A	7471	N/A	55	1	77072	1378	18901	190101	99426	North America
Liberia	7434	N/A	294	N/A	5747	N/A	1393	2	1409	56	139824	26497	5277045	Africa
Chad	7412	N/A	193	N/A	4874	N/A	2345	N/A	429	11	191341	11063	17295502	Africa
St. Vincent Grenadines	6792	+1	106	N/A	6641	N/A	45	N/A	60866	950	99029	887436	111590	North America
British Virgin Islands	6467	N/A	62	N/A	N/A	N/A	N/A	1	211326	2026	103397	3378766	30602	North America
Turks and Caicos	5995	N/A	36	N/A	5918	N/A	41	4	151068	907	497269	12530718	39684	North America
Sao Tome and Principe	5964	N/A	73	N/A	5884	N/A	7	N/A	26311	322	29036	128098	226670	Africa
Saint Kitts and Nevis	5587	+4	43	N/A	5523	+2	21	N/A	103666	798	70707	1311964	53894	North America
Cook Islands	5267	N/A	1	N/A	5072	N/A	194	N/A	299363	57	17108	972377	17594	Australia/Oceania
Palau	4732	N/A	6	N/A	4086	N/A	640	1	259245	329	47272	2589821	18253	Australia/Oceania
St. Barth	4575	N/A	6	N/A	N/A	N/A	N/A	N/A	460586	604	78646	7917648	9933	North America
Kiribati	3089	N/A	13	N/A	2601	N/A	475	3	25148	106	N/A	N/A	122832	Australia/Oceania
Anguilla	2788	N/A	9	N/A	2766	N/A	13	4	182820	590	51382	3369311	15250	North America
Saint Pierre Miquelon	2727	N/A	1	N/A	2449	N/A	277	1	474922	174	23545	4100488	5742	North America
Diamond Princess	712	N/A	13	N/A	699	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Montserrat	493	+41	2	N/A	245	+24	246	N/A	98639	400	10715	2143858	4998	North America
Wallis and Futuna	454	N/A	7	N/A	438	N/A	9	N/A	41743	644	20508	1885620	10876	Australia/Oceania
Falkland Islands	197	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53722	N/A	8632	2353968	3667	South America
Macao	82	N/A	N/A	N/A	82	N/A	0	N/A	123	N/A	5375	8075	665674	Asia
Vatican City	29	N/A	N/A	N/A	29	N/A	0	N/A	36025	N/A	N/A	N/A	805	Europe
Marshall Islands	17	N/A	N/A	N/A	14	N/A	3	N/A	284	N/A	N/A	N/A	59927	Australia/Oceania
Western Sahara	10	N/A	1	N/A	9	N/A	0	N/A	16	2	N/A	N/A	624439	Africa
MS Zaandam	9	N/A	2	N/A	7	N/A	0	N/A	N/A	N/A	N/A	N/A		N/A
Niue	9	N/A	N/A	N/A	8	N/A	1	N/A	5468	N/A	N/A	N/A	1646	Australia/Oceania
Micronesia	7	N/A	N/A	N/A	1	N/A	6	N/A	60	N/A	N/A	N/A	117249	Australia/Oceania
Nauru	5	N/A	N/A	N/A	3	N/A	2	N/A	457	N/A	N/A	N/A	10950	Australia/Oceania
Saint Helena	2	N/A	N/A	N/A	2	N/A	0	N/A	327	N/A	N/A	N/A	6110	Africa
